cifar_images_train/2_1002.png,bird
cifar_images_train/2_1003.png,bird
cifar_images_train/2_1005.png,bird
cifar_images_train/2_1006.png,bird
cifar_images_train/2_1007.png,bird
cifar_images_train/2_1008.png,bird
cifar_images_train/2_1009.png,bird
cifar_images_train/2_1012.png,bird
cifar_images_train/2_1014.png,bird
cifar_images_train/2_1015.png,bird
cifar_images_train/2_1017.png,bird
cifar_images_train/2_1018.png,bird
cifar_images_train/2_102.png,bird
cifar_images_train/2_1020.png,bird
cifar_images_train/2_1024.png,bird
cifar_images_train/2_1026.png,bird
cifar_images_train/2_1030.png,bird
cifar_images_train/2_1031.png,bird
cifar_images_train/2_1034.png,bird
cifar_images_train/2_1035.png,bird
cifar_images_train/2_1039.png,bird
cifar_images_train/2_1040.png,bird
cifar_images_train/2_1041.png,bird
cifar_images_train/2_1045.png,bird
cifar_images_train/2_1050.png,bird
cifar_images_train/2_1054.png,bird
cifar_images_train/2_1057.png,bird
cifar_images_train/2_1058.png,bird
cifar_images_train/2_1063.png,bird
cifar_images_train/2_1065.png,bird
cifar_images_train/2_1067.png,bird
cifar_images_train/2_1071.png,bird
cifar_images_train/2_1074.png,bird
cifar_images_train/2_1076.png,bird
cifar_images_train/2_1077.png,bird
cifar_images_train/2_108.png,bird
cifar_images_train/2_1080.png,bird
cifar_images_train/2_1084.png,bird
cifar_images_train/2_1085.png,bird
cifar_images_train/2_1087.png,bird
cifar_images_train/2_1089.png,bird
cifar_images_train/2_1090.png,bird
cifar_images_train/2_1099.png,bird
cifar_images_train/2_11.png,bird
cifar_images_train/2_110.png,bird
cifar_images_train/2_1102.png,bird
cifar_images_train/2_1104.png,bird
cifar_images_train/2_1106.png,bird
cifar_images_train/2_1107.png,bird
cifar_images_train/2_1108.png,bird
cifar_images_train/2_111.png,bird
cifar_images_train/2_1110.png,bird
cifar_images_train/2_1115.png,bird
cifar_images_train/2_112.png,bird
cifar_images_train/2_1122.png,bird
cifar_images_train/2_1123.png,bird
cifar_images_train/2_1125.png,bird
cifar_images_train/2_1129.png,bird
cifar_images_train/2_1130.png,bird
cifar_images_train/2_1131.png,bird
cifar_images_train/2_1135.png,bird
cifar_images_train/2_1137.png,bird
cifar_images_train/2_1139.png,bird
cifar_images_train/2_1143.png,bird
cifar_images_train/2_1145.png,bird
cifar_images_train/2_1146.png,bird
cifar_images_train/2_115.png,bird
cifar_images_train/2_1156.png,bird
cifar_images_train/2_1157.png,bird
cifar_images_train/2_1162.png,bird
cifar_images_train/2_1163.png,bird
cifar_images_train/2_1167.png,bird
cifar_images_train/2_1168.png,bird
cifar_images_train/2_1169.png,bird
cifar_images_train/2_117.png,bird
cifar_images_train/2_1171.png,bird
cifar_images_train/2_1173.png,bird
cifar_images_train/2_1174.png,bird
cifar_images_train/2_1175.png,bird
cifar_images_train/2_1177.png,bird
cifar_images_train/2_1180.png,bird
cifar_images_train/2_1184.png,bird
cifar_images_train/2_1187.png,bird
cifar_images_train/2_1189.png,bird
cifar_images_train/2_1191.png,bird
cifar_images_train/2_1193.png,bird
cifar_images_train/2_1194.png,bird
cifar_images_train/2_1197.png,bird
cifar_images_train/2_1198.png,bird
cifar_images_train/2_1199.png,bird
cifar_images_train/2_120.png,bird
cifar_images_train/2_1202.png,bird
cifar_images_train/2_1205.png,bird
cifar_images_train/2_1207.png,bird
cifar_images_train/2_1208.png,bird
cifar_images_train/2_1209.png,bird
cifar_images_train/2_121.png,bird
cifar_images_train/2_1210.png,bird
cifar_images_train/2_1211.png,bird
cifar_images_train/2_1214.png,bird
cifar_images_train/2_1219.png,bird
cifar_images_train/2_1220.png,bird
cifar_images_train/2_1221.png,bird
cifar_images_train/2_1223.png,bird
cifar_images_train/2_1224.png,bird
cifar_images_train/2_1229.png,bird
cifar_images_train/2_123.png,bird
cifar_images_train/2_1230.png,bird
cifar_images_train/2_1231.png,bird
cifar_images_train/2_1236.png,bird
cifar_images_train/2_1237.png,bird
cifar_images_train/2_1240.png,bird
cifar_images_train/2_1241.png,bird
cifar_images_train/2_1247.png,bird
cifar_images_train/2_125.png,bird
cifar_images_train/2_1252.png,bird
cifar_images_train/2_1255.png,bird
cifar_images_train/2_1256.png,bird
cifar_images_train/2_1258.png,bird
cifar_images_train/2_126.png,bird
cifar_images_train/2_1262.png,bird
cifar_images_train/2_1267.png,bird
cifar_images_train/2_1269.png,bird
cifar_images_train/2_1270.png,bird
cifar_images_train/2_1272.png,bird
cifar_images_train/2_1273.png,bird
cifar_images_train/2_1275.png,bird
cifar_images_train/2_1280.png,bird
cifar_images_train/2_1283.png,bird
cifar_images_train/2_1284.png,bird
cifar_images_train/2_1285.png,bird
cifar_images_train/2_1286.png,bird
cifar_images_train/2_1288.png,bird
cifar_images_train/2_1289.png,bird
cifar_images_train/2_1291.png,bird
cifar_images_train/2_1293.png,bird
cifar_images_train/2_1294.png,bird
cifar_images_train/2_1295.png,bird
cifar_images_train/2_1299.png,bird
